pair,count
"('るる', '認定')",1
"('し', 'るる')",1
"('いただか', 'るる')",1
"('ね', 'るる')",1
"('ば', 'るる')",1
"('なら', 'るる')",1
"('ぬ', 'るる')",1
"('好奇', '心')",1
"('ない', '好奇')",1
"('好奇', '猫')",1
"('いえ', '好奇')",1
"('ど', '好奇')",1
"('も', '好奇')",1
"('好奇', '心理')",1
"('好奇', '的')",1
"('好奇', '特権')",1
"('を', '好奇')",1
"('好奇', '有し')",1
"('世界', '好奇')",1
"('好奇', '生れ出')",1
"('好奇', '認定')",1
"('し', '好奇')",1
"('いただか', '好奇')",1
"('ね', '好奇')",1
"('ば', '好奇')",1
"('なら', '好奇')",1
"('ぬ', '好奇')",1
"('いえ', '心')",1
"('ど', '心')",1
"('心', '心理')",1
"('心', '的')",1
"('心', '特権')",1
"('心', '有し')",1
"('世界', '心')",1
"('心', '生れ出')",1
"('心', '認定')",1
"('いただか', '心')",1
"('ね', '心')",1
"('なら', '心')",1
"('ない', '心理')",1
"('ない', '特権')",1
"('ない', '世界')",1
"('ない', '生れ出')",1
"('ない', '認定')",1
"('心理', '猫')",1
"('特権', '猫')",1
"('世界', '猫')",1
"('猫', '生れ出')",1
"('いえ', '心理')",1
"('いえ', '特権')",1
"('いえ', '有し')",1
"('いえ', '世界')",1
"('いえ', '生れ出')",1
"('いえ', '認定')",1
"('いえ', 'いただか')",1
"('いえ', 'ね')",1
"('いえ', 'なら')",1
"('いえ', 'ぬ')",1
"('ど', '心理')",1
"('ど', '特権')",1
"('ど', '有し')",1
"('ど', '世界')",1
"('ど', '生れ出')",1
"('ど', '認定')",1
"('いただか', 'ど')",1
"('ど', 'ね')",1
"('ど', 'なら')",1
"('ど', 'ぬ')",1
"('も', '心理')",1
"('も', '特権')",1
"('も', '世界')",1
"('も', '生れ出')",1
"('も', '認定')",1
"('心理', '的')",1
"('心理', '特権')",1
"('を', '心理')",1
"('心理', '有し')",1
"('世界', '心理')",1
"('心理', '生れ出')",1
"('心理', '認定')",1
"('し', '心理')",1
"('いただか', '心理')",1
"('ね', '心理')",1
"('ば', '心理')",1
"('なら', '心理')",1
"('ぬ', '心理')",1
"('特権', '的')",1
"('有し', '的')",1
"('世界', '的')",1
"('生れ出', '的')",1
"('的', '認定')",1
"('し', '的')",1
"('いただか', '的')",1
"('ね', '的')",1
"('なら', '的')",1
"('ぬ', '的')",1
"('を', '特権')",1
"('有し', '特権')",1
"('世界', '特権')",1
"('特権', '生れ出')",1
"('特権', '認定')",1
"('し', '特権')",1
"('いただか', '特権')",1
"('ね', '特権')",1
"('ば', '特権')",1
"('なら', '特権')",1
"('ぬ', '特権')",1
"('を', '世界')",1
"('を', '生れ出')",1
"('を', '認定')",1
"('世界', '有し')",1
"('有し', '生れ出')",1
"('有し', '認定')",1
"('いただか', '有し')",1
"('ね', '有し')",1
"('ば', '有し')",1
"('なら', '有し')",1
"('ぬ', '有し')",1
"('世界', '生れ出')",1
"('世界', '認定')",1
"('し', '世界')",1
"('いただか', '世界')",1
"('ね', '世界')",1
"('ば', '世界')",1
"('なら', '世界')",1
"('ぬ', '世界')",1
"('生れ出', '認定')",1
"('し', '生れ出')",1
"('いただか', '生れ出')",1
"('ね', '生れ出')",1
"('ば', '生れ出')",1
"('なら', '生れ出')",1
"('ぬ', '生れ出')",1
"('いただか', '認定')",1
"('ね', '認定')",1
"('ば', '認定')",1
"('なら', '認定')",1
"('ぬ', '認定')",1
"('いただか', 'し')",1
"('いただか', 'ば')",1
"('いただか', 'なら')",1
"('いただか', 'ぬ')",1
"('なるほど', '寒月')",1
"('なるほど', '君')",1
"('ため', 'なるほど')",1
"('なるほど', 'まじき')",1
"('なるほど', 'ほど')",1
"('なるほど', '義侠')",1
"('なるほど', '心')",1
"('なるほど', '起し')",1
"('なるほど', '一')",1
"('なるほど', '度')",1
"('なるほど', '金田')",1
"('なるほど', '家')",1
"('なるほど', '動静')",1
"('なるほど', '余所')",1
"('ながら', 'なるほど')",1
"('なるほど', '窺っ')",1
"('それ', 'なるほど')",1
"('ただ', 'なるほど')",1
"('なるほど', '一遍')",1
"('その', 'なるほど')",1
"('なるほど', '後')",1
"('なるほど', '決して')",1
"('なるほど', '良心')",1
"('なるほど', '恥ずる')",1
"('なるほど', 'よう')",1
"('なるほど', '陋劣')",1
"('なるほど', '振舞')",1
"('なるほど', '致し')",1
"('ため', '寒月')",1
"('まじき', '寒月')",1
"('ほど', '寒月')",1
"('寒月', '義侠')",1
"('寒月', '心')",1
"('寒月', '起し')",1
"('寒月', '度')",1
"('寒月', '金田')",1
"('家', '寒月')",1
"('動静', '寒月')",1
"('余所', '寒月')",1
"('寒月', '窺っ')",1
"('ただ', '寒月')",1
"('一遍', '寒月')",1
"('寒月', '後')",1
"('寒月', '決して')",1
"('寒月', '良心')",1
"('寒月', '恥ずる')",1
"('よう', '寒月')",1
"('寒月', '陋劣')",1
"('寒月', '振舞')",1
"('寒月', '致し')",1
"('ため', '君')",1
"('まじき', '君')",1
"('ほど', '君')",1
"('君', '義侠')",1
"('君', '起し')",1
"('君', '度')",1
"('君', '家')",1
"('動静', '君')",1
"('余所', '君')",1
"('ながら', '君')",1
"('君', '窺っ')",1
"('ただ', '君')",1
"('一遍', '君')",1
"('君', '後')",1
"('君', '決して')",1
"('君', '良心')",1
"('君', '恥ずる')",1
"('君', '陋劣')",1
"('君', '振舞')",1
"('君', '致し')",1
"('ため', 'まじき')",1
"('ため', 'ほど')",1
"('ため', '義侠')",1
"('ため', '心')",1
"('ため', '起し')",1
"('ため', '度')",1
"('ため', '金田')",1
"('ため', '動静')",1
"('ため', '余所')",1
"('ため', 'ながら')",1
"('ため', '窺っ')",1
"('それ', 'ため')",1
"('ただ', 'ため')",1
"('ため', '一遍')",1
"('その', 'ため')",1
"('ため', '後')",1
"('ため', '決して')",1
"('ため', '良心')",1
"('ため', '恥ずる')",1
"('ため', '陋劣')",1
"('ため', '振舞')",1
"('ため', '致し')",1
"('ほど', 'まじき')",1
"('まじき', '義侠')",1
"('まじき', '心')",1
"('まじき', '起し')",1
"('て', 'まじき')",1
"('まじき', '一')",1
"('まじき', '度')",1
"('まじき', '金田')",1
"('まじき', '家')",1
"('まじき', '動静')",1
"('まじき', '余所')",1
"('ながら', 'まじき')",1
"('まじき', '窺っ')",1
"('が', 'まじき')",1
"('それ', 'まじき')",1
"('ただ', 'まじき')",1
"('まじき', '一遍')",1
"('で', 'まじき')",1
"('その', 'まじき')",1
"('まじき', '後')",1
"('まじき', '決して')",1
"('まじき', '良心')",1
"('まじき', '恥ずる')",1
"('まじき', 'よう')",1
"('まじき', '陋劣')",1
"('まじき', '振舞')",1
"('まじき', '致し')",1
"('ない', 'まじき')",1
"('ほど', '義侠')",1
"('ほど', '心')",1
"('ほど', '起し')",1
"('ほど', '度')",1
"('ほど', '金田')",1
"('ほど', '家')",1
"('ほど', '動静')",1
"('ほど', '余所')",1
"('ながら', 'ほど')",1
"('ほど', '窺っ')",1
"('ただ', 'ほど')",1
"('ほど', '一遍')",1
"('ほど', '後')",1
"('ほど', '決して')",1
"('ほど', '良心')",1
"('ほど', '恥ずる')",1
"('ほど', '陋劣')",1
"('ほど', '振舞')",1
"('ほど', '致し')",1
"('心', '義侠')",1
"('義侠', '起し')",1
"('て', '義侠')",1
"('一', '義侠')",1
"('度', '義侠')",1
"('義侠', '金田')",1
"('家', '義侠')",1
"('動静', '義侠')",1
"('余所', '義侠')",1
"('ながら', '義侠')",1
"('窺っ', '義侠')",1
"('が', '義侠')",1
"('それ', '義侠')",1
"('ただ', '義侠')",1
"('一遍', '義侠')",1
"('で', '義侠')",1
"('その', '義侠')",1
"('後', '義侠')",1
"('決して', '義侠')",1
"('義侠', '良心')",1
"('恥ずる', '義侠')",1
"('よう', '義侠')",1
"('義侠', '陋劣')",1
"('振舞', '義侠')",1
"('義侠', '致し')",1
"('ない', '義侠')",1
"('心', '起し')",1
"('心', '金田')",1
"('家', '心')",1
"('動静', '心')",1
"('余所', '心')",1
"('心', '窺っ')",1
"('それ', '心')",1
"('ただ', '心')",1
"('一遍', '心')",1
"('後', '心')",1
"('心', '決して')",1
"('心', '良心')",1
"('心', '恥ずる')",1
"('よう', '心')",1
"('心', '陋劣')",1
"('心', '振舞')",1
"('心', '致し')",1
"('一', '起し')",1
"('度', '起し')",1
"('起し', '金田')",1
"('家', '起し')",1
"('動静', '起し')",1
"('余所', '起し')",1
"('窺っ', '起し')",1
"('それ', '起し')",1
"('ただ', '起し')",1
"('一遍', '起し')",1
"('その', '起し')",1
"('後', '起し')",1
"('決して', '起し')",1
"('良心', '起し')",1
"('恥ずる', '起し')",1
"('よう', '起し')",1
"('起し', '陋劣')",1
"('振舞', '起し')",1
"('致し', '起し')",1
"('て', '金田')",1
"('て', '動静')",1
"('て', '窺っ')",1
"('て', '一遍')",1
"('て', '後')",1
"('て', '良心')",1
"('て', '恥ずる')",1
"('て', '陋劣')",1
"('て', '振舞')",1
"('て', '致し')",1
"('一', '金田')",1
"('一', '動静')",1
"('一', '余所')",1
"('一', '窺っ')",1
"('それ', '一')",1
"('ただ', '一')",1
"('一', '一遍')",1
"('一', '決して')",1
"('一', '良心')",1
"('一', '恥ずる')",1
"('一', '陋劣')",1
"('一', '振舞')",1
"('一', '致し')",1
"('度', '金田')",1
"('家', '度')",1
"('動静', '度')",1
"('余所', '度')",1
"('ながら', '度')",1
"('度', '窺っ')",1
"('それ', '度')",1
"('ただ', '度')",1
"('一遍', '度')",1
"('度', '決して')",1
"('度', '良心')",1
"('度', '恥ずる')",1
"('よう', '度')",1
"('度', '陋劣')",1
"('度', '振舞')",1
"('度', '致し')",1
"('家', '金田')",1
"('動静', '金田')",1
"('余所', '金田')",1
"('ながら', '金田')",1
"('窺っ', '金田')",1
"('それ', '金田')",1
"('ただ', '金田')",1
"('一遍', '金田')",1
"('後', '金田')",1
"('決して', '金田')",1
"('良心', '金田')",1
"('恥ずる', '金田')",1
"('よう', '金田')",1
"('金田', '陋劣')",1
"('振舞', '金田')",1
"('致し', '金田')",1
"('ない', '金田')",1
"('動静', '家')",1
"('余所', '家')",1
"('ながら', '家')",1
"('家', '窺っ')",1
"('それ', '家')",1
"('ただ', '家')",1
"('一遍', '家')",1
"('家', '後')",1
"('家', '決して')",1
"('家', '良心')",1
"('家', '恥ずる')",1
"('家', '陋劣')",1
"('家', '振舞')",1
"('家', '致し')",1
"('余所', '動静')",1
"('ながら', '動静')",1
"('動静', '窺っ')",1
"('が', '動静')",1
"('それ', '動静')",1
"('ただ', '動静')",1
"('一遍', '動静')",1
"('で', '動静')",1
"('その', '動静')",1
"('動静', '後')",1
"('動静', '決して')",1
"('動静', '良心')",1
"('動静', '恥ずる')",1
"('よう', '動静')",1
"('動静', '陋劣')",1
"('動静', '振舞')",1
"('動静', '致し')",1
"('ない', '動静')",1
"('余所', '窺っ')",1
"('が', '余所')",1
"('それ', '余所')",1
"('ただ', '余所')",1
"('一遍', '余所')",1
"('余所', '後')",1
"('余所', '決して')",1
"('余所', '良心')",1
"('余所', '恥ずる')",1
"('よう', '余所')",1
"('余所', '陋劣')",1
"('余所', '振舞')",1
"('余所', '致し')",1
"('ない', '余所')",1
"('ながら', '窺っ')",1
"('それ', 'ながら')",1
"('ただ', 'ながら')",1
"('ながら', '一遍')",1
"('ながら', '後')",1
"('ながら', '決して')",1
"('ながら', '良心')",1
"('ながら', '恥ずる')",1
"('ながら', 'よう')",1
"('ながら', '陋劣')",1
"('ながら', '振舞')",1
"('ながら', '致し')",1
"('が', '窺っ')",1
"('それ', '窺っ')",1
"('ただ', '窺っ')",1
"('一遍', '窺っ')",1
"('で', '窺っ')",1
"('その', '窺っ')",1
"('後', '窺っ')",1
"('決して', '窺っ')",1
"('窺っ', '良心')",1
"('恥ずる', '窺っ')",1
"('よう', '窺っ')",1
"('窺っ', '陋劣')",1
"('振舞', '窺っ')",1
"('窺っ', '致し')",1
"('ない', '窺っ')",1
"('が', '一遍')",1
"('が', '良心')",1
"('が', '恥ずる')",1
"('が', '陋劣')",1
"('が', '振舞')",1
"('が', '致し')",1
"('それ', 'ただ')",1
"('それ', '一遍')",1
"('それ', '後')",1
"('それ', '決して')",1
"('それ', '良心')",1
"('それ', '恥ずる')",1
"('それ', '陋劣')",1
"('それ', '振舞')",1
"('それ', '致し')",1
"('ただ', '一遍')",1
"('ただ', '後')",1
"('ただ', '決して')",1
"('ただ', '良心')",1
"('ただ', '恥ずる')",1
"('ただ', '陋劣')",1
"('ただ', '振舞')",1
"('ただ', '致し')",1
"('で', '一遍')",1
"('その', '一遍')",1
"('一遍', '後')",1
"('一遍', '決して')",1
"('一遍', '良心')",1
"('一遍', '恥ずる')",1
"('よう', '一遍')",1
"('一遍', '陋劣')",1
"('一遍', '振舞')",1
"('一遍', '致し')",1
"('ない', '一遍')",1
"('で', '後')",1
"('で', '良心')",1
"('で', '恥ずる')",1
"('で', '陋劣')",1
"('で', '振舞')",1
"('で', '致し')",1
"('その', '決して')",1
"('その', '良心')",1
"('その', '恥ずる')",1
"('その', '陋劣')",1
"('その', '振舞')",1
"('その', '致し')",1
"('後', '決して')",1
"('後', '良心')",1
"('後', '恥ずる')",1
"('よう', '後')",1
"('後', '陋劣')",1
"('後', '振舞')",1
"('後', '致し')",1
"('決して', '良心')",1
"('恥ずる', '決して')",1
"('よう', '決して')",1
"('決して', '陋劣')",1
"('振舞', '決して')",1
"('決して', '致し')",1
"('恥ずる', '良心')",1
"('よう', '良心')",1
"('良心', '陋劣')",1
"('振舞', '良心')",1
"('致し', '良心')",1
"('ない', '良心')",1
"('よう', '恥ずる')",1
"('恥ずる', '陋劣')",1
"('恥ずる', '振舞')",1
"('恥ずる', '致し')",1
"('ない', '恥ずる')",1
"('よう', '陋劣')",1
"('よう', '振舞')",1
"('よう', '致し')",1
"('振舞', '陋劣')",1
"('致し', '陋劣')",1
"('ない', '陋劣')",1
"('振舞', '致し')",1
"('ない', '振舞')",1
"('ない', '致し')",1
"('しかし', '悲し')",1
"('しかし', '力')",1
"('しかし', 'ずく')",1
"('しかし', '叶わ')",1
"('悲し', '猫')",1
"('ずく', '猫')",1
"('叶わ', '猫')",1
"('の', '悲し')",1
"('ずく', 'の')",1
"('の', '叶わ')",1
"('さ', '悲し')",1
"('力', '悲し')",1
"('ずく', '悲し')",1
"('で', '悲し')",1
"('到底', '悲し')",1
"('人間', '悲し')",1
"('に', '悲し')",1
"('叶わ', '悲し')",1
"('ない', '悲し')",1
"('さ', '力')",1
"('さ', 'ずく')",1
"('さ', '到底')",1
"('さ', '叶わ')",1
"('ずく', '力')",1
"('到底', '力')",1
"('力', '叶わ')",1
"('ずく', 'で')",1
"('ずく', '到底')",1
"('ずく', '人間')",1
"('ずく', 'に')",1
"('ずく', '叶わ')",1
"('ずく', 'ない')",1
"('で', '叶わ')",1
"('到底', '叶わ')",1
"('人間', '叶わ')",1
"('に', '叶わ')",1
"('ない', '叶わ')",1
"('強勢', '権利')",1
"('なり', '強勢')",1
"('と', '強勢')",1
"('強勢', '格言')",1
"('さえ', '強勢')",1
"('ある', '強勢')",1
"('この', '強勢')",1
"('強勢', '浮世')",1
"('存在', '強勢')",1
"('する', '強勢')",1
"('以上', '強勢')",1
"('いかに', '強勢')",1
"('こっち', '強勢')",1
"('強勢', '道理')",1
"('が', '強勢')",1
"('あっ', '強勢')",1
"('て', '強勢')",1
"('も', '強勢')",1
"('強勢', '猫')",1
"('強勢', '議論')",1
"('強勢', '通ら')",1
"('ない', '強勢')",1
"('なり', '権利')",1
"('と', '権利')",1
"('格言', '権利')",1
"('さえ', '権利')",1
"('ある', '権利')",1
"('この', '権利')",1
"('権利', '浮世')",1
"('存在', '権利')",1
"('する', '権利')",1
"('以上', '権利')",1
"('いかに', '権利')",1
"('こっち', '権利')",1
"('権利', '道理')",1
"('が', '権利')",1
"('あっ', '権利')",1
"('て', '権利')",1
"('も', '権利')",1
"('権利', '猫')",1
"('権利', '議論')",1
"('権利', '通ら')",1
"('ない', '権利')",1
"('と', 'なり')",1
"('なり', '格言')",1
"('さえ', 'なり')",1
"('ある', 'なり')",1
"('この', 'なり')",1
"('なり', '浮世')",1
"('なり', '存在')",1
"('する', 'なり')",1
"('なり', '以上')",1
"('いかに', 'なり')",1
"('こっち', 'なり')",1
"('なり', '道理')",1
"('が', 'なり')",1
"('あっ', 'なり')",1
"('て', 'なり')",1
"('なり', 'も')",1
"('なり', '猫')",1
"('なり', '議論')",1
"('なり', '通ら')",1
"('ない', 'なり')",1
"('と', '存在')",1
"('こっち', 'と')",1
"('と', '道理')",1
"('と', '議論')",1
"('と', '通ら')",1
"('さえ', '格言')",1
"('この', '格言')",1
"('格言', '浮世')",1
"('存在', '格言')",1
"('する', '格言')",1
"('以上', '格言')",1
"('いかに', '格言')",1
"('こっち', '格言')",1
"('格言', '道理')",1
"('あっ', '格言')",1
"('格言', '議論')",1
"('格言', '通ら')",1
"('ない', '格言')",1
"('さえ', '浮世')",1
"('さえ', '存在')",1
"('さえ', '以上')",1
"('いかに', 'さえ')",1
"('こっち', 'さえ')",1
"('さえ', '道理')",1
"('さえ', '議論')",1
"('さえ', '通ら')",1
"('ある', '浮世')",1
"('ある', '存在')",1
"('ある', 'こっち')",1
"('ある', '道理')",1
"('ある', '議論')",1
"('ある', '通ら')",1
"('この', '浮世')",1
"('この', '存在')",1
"('この', '以上')",1
"('こっち', 'この')",1
"('この', '道理')",1
"('この', '議論')",1
"('この', '通ら')",1
"('存在', '浮世')",1
"('する', '浮世')",1
"('以上', '浮世')",1
"('いかに', '浮世')",1
"('こっち', '浮世')",1
"('浮世', '道理')",1
"('あっ', '浮世')",1
"('浮世', '議論')",1
"('浮世', '通ら')",1
"('する', '存在')",1
"('以上', '存在')",1
"('いかに', '存在')",1
"('こっち', '存在')",1
"('存在', '道理')",1
"('が', '存在')",1
"('あっ', '存在')",1
"('て', '存在')",1
"('も', '存在')",1
"('存在', '猫')",1
"('存在', '議論')",1
"('存在', '通ら')",1
"('ない', '存在')",1
"('こっち', 'する')",1
"('する', '道理')",1
"('する', '議論')",1
"('する', '通ら')",1
"('いかに', '以上')",1
"('こっち', '以上')",1
"('以上', '道理')",1
"('あっ', '以上')",1
"('以上', '議論')",1
"('以上', '通ら')",1
"('ない', '以上')",1
"('いかに', 'こっち')",1
"('いかに', '道理')",1
"('いかに', '議論')",1
"('いかに', '通ら')",1
"('こっち', '道理')",1
"('が', 'こっち')",1
"('あっ', 'こっち')",1
"('こっち', 'て')",1
"('こっち', 'も')",1
"('こっち', '猫')",1
"('こっち', '議論')",1
"('こっち', '通ら')",1
"('こっち', 'ない')",1
"('が', '道理')",1
"('あっ', '道理')",1
"('て', '道理')",1
"('も', '道理')",1
"('猫', '道理')",1
"('議論', '道理')",1
"('通ら', '道理')",1
"('ない', '道理')",1
"('が', '議論')",1
"('が', '通ら')",1
"('あっ', '議論')",1
"('あっ', '通ら')",1
"('て', '議論')",1
"('て', '通ら')",1
"('も', '議論')",1
"('も', '通ら')",1
"('猫', '議論')",1
"('猫', '通ら')",1
"('議論', '通ら')",1
"('ない', '議論')",1
"('ない', '通ら')",1
"('なら', '思わ')",1
"('思う', '思わ')",1
"('くらい', 'まい')",1
"('なら', '思う')",1
"('し', '見れ')",1
"('いかなる', 'し')",1
"('し', '盛徳')",1
"('し', '邸内')",1
"('し', '油断')",1
"('て', '見れ')",1
"('いかなる', 'て')",1
"('て', '盛徳')",1
"('て', '邸内')",1
"('ば', '見れ')",1
"('たる', '見れ')",1
"('もの', '見れ')",1
"('いかなる', '見れ')",1
"('盛徳', '見れ')",1
"('も', '見れ')",1
"('彼', '見れ')",1
"('見れ', '邸内')",1
"('決して', '見れ')",1
"('油断', '見れ')",1
"('出来', '見れ')",1
"('ぬ', '見れ')",1
"('見れ', '訳')",1
"('ある', '見れ')",1
"('たる', 'ば')",1
"('いかなる', 'ば')",1
"('ば', '盛徳')",1
"('ば', '邸内')",1
"('ば', '決して')",1
"('ば', '油断')",1
"('たる', 'もの')",1
"('いかなる', 'たる')",1
"('たる', '盛徳')",1
"('たる', '彼')",1
"('たる', '邸内')",1
"('たる', '決して')",1
"('たる', '油断')",1
"('たる', '訳')",1
"('いかなる', 'もの')",1
"('もの', '盛徳')",1
"('もの', '邸内')",1
"('もの', '決して')",1
"('もの', '油断')",1
"('いかなる', '盛徳')",1
"('いかなる', 'も')",1
"('いかなる', '彼')",1
"('いかなる', '邸内')",1
"('いかなる', '決して')",1
"('いかなる', '油断')",1
"('いかなる', '出来')",1
"('いかなる', 'ぬ')",1
"('いかなる', '訳')",1
"('ある', 'いかなる')",1
"('も', '盛徳')",1
"('彼', '盛徳')",1
"('盛徳', '邸内')",1
"('決して', '盛徳')",1
"('油断', '盛徳')",1
"('出来', '盛徳')",1
"('ぬ', '盛徳')",1
"('盛徳', '訳')",1
"('ある', '盛徳')",1
"('も', '邸内')",1
"('彼', '邸内')",1
"('彼', '決して')",1
"('彼', '油断')",1
"('ぬ', '彼')",1
"('彼', '訳')",1
"('決して', '邸内')",1
"('油断', '邸内')",1
"('出来', '邸内')",1
"('ぬ', '邸内')",1
"('訳', '邸内')",1
"('ある', '邸内')",1
"('決して', '油断')",1
"('ぬ', '決して')",1
"('決して', '訳')",1
"('出来', '油断')",1
"('ぬ', '油断')",1
"('油断', '訳')",1
"('ある', '油断')",1
"('出来', '訳')",1
"('それ', '追っ')",1
"('それ', '篤と')",1
"('それ', '考え')",1
"('それ', '脳裏')",1
"('それ', '残り')",1
"('それ', '解剖')",1
"('それ', '得')",1
"('それ', '時')",1
"('それ', '改めて')",1
"('それ', '吹聴')",1
"('それ', '仕ろう')",1
"('は', '追っ')",1
"('は', '篤と')",1
"('は', '残り')",1
"('は', '解剖')",1
"('は', '改めて')",1
"('は', '仕ろう')",1
"('て', '追っ')",1
"('篤と', '追っ')",1
"('考え', '追っ')",1
"('上', '追っ')",1
"('猫', '追っ')",1
"('の', '追っ')",1
"('脳裏', '追っ')",1
"('を', '追っ')",1
"('残り', '追っ')",1
"('なく', '追っ')",1
"('解剖', '追っ')",1
"('し', '追っ')",1
"('得', '追っ')",1
"('時', '追っ')",1
"('改めて', '追っ')",1
"('御', '追っ')",1
"('吹聴', '追っ')",1
"('仕ろう', '追っ')",1
"('て', '篤と')",1
"('て', '残り')",1
"('て', '解剖')",1
"('て', '改めて')",1
"('て', '仕ろう')",1
"('篤と', '考え')",1
"('上', '篤と')",1
"('猫', '篤と')",1
"('の', '篤と')",1
"('篤と', '脳裏')",1
"('を', '篤と')",1
"('残り', '篤と')",1
"('なく', '篤と')",1
"('篤と', '解剖')",1
"('し', '篤と')",1
"('得', '篤と')",1
"('時', '篤と')",1
"('改めて', '篤と')",1
"('御', '篤と')",1
"('吹聴', '篤と')",1
"('仕ろう', '篤と')",1
"('上', '考え')",1
"('考え', '脳裏')",1
"('残り', '考え')",1
"('なく', '考え')",1
"('考え', '解剖')",1
"('し', '考え')",1
"('得', '考え')",1
"('時', '考え')",1
"('改めて', '考え')",1
"('御', '考え')",1
"('吹聴', '考え')",1
"('仕ろう', '考え')",1
"('上', '脳裏')",1
"('上', '残り')",1
"('上', '解剖')",1
"('上', '得')",1
"('上', '時')",1
"('上', '改めて')",1
"('上', '吹聴')",1
"('上', '仕ろう')",1
"('残り', '猫')",1
"('猫', '解剖')",1
"('改めて', '猫')",1
"('仕ろう', '猫')",1
"('の', '残り')",1
"('の', '解剖')",1
"('の', '改めて')",1
"('の', '仕ろう')",1
"('残り', '脳裏')",1
"('なく', '脳裏')",1
"('脳裏', '解剖')",1
"('得', '脳裏')",1
"('時', '脳裏')",1
"('改めて', '脳裏')",1
"('御', '脳裏')",1
"('吹聴', '脳裏')",1
"('仕ろう', '脳裏')",1
"('を', '残り')",1
"('を', '解剖')",1
"('を', '改めて')",1
"('を', '仕ろう')",1
"('なく', '残り')",1
"('残り', '解剖')",1
"('し', '残り')",1
"('得', '残り')",1
"('時', '残り')",1
"('改めて', '残り')",1
"('御', '残り')",1
"('吹聴', '残り')",1
"('仕ろう', '残り')",1
"('なく', '解剖')",1
"('なく', '改めて')",1
"('なく', '御')",1
"('なく', '吹聴')",1
"('なく', '仕ろう')",1
"('し', '解剖')",1
"('得', '解剖')",1
"('時', '解剖')",1
"('改めて', '解剖')",1
"('御', '解剖')",1
"('吹聴', '解剖')",1
"('仕ろう', '解剖')",1
"('し', '改めて')",1
"('し', '仕ろう')",1
"('得', '時')",1
"('得', '改めて')",1
"('得', '御')",1
"('吹聴', '得')",1
"('仕ろう', '得')",1
"('改めて', '時')",1
"('御', '時')",1
"('吹聴', '時')",1
"('仕ろう', '時')",1
"('御', '改めて')",1
"('吹聴', '改めて')",1
"('仕ろう', '改めて')",1
"('吹聴', '御')",1
"('仕ろう', '御')",1
"('仕ろう', '吹聴')",1
"('床', '掛け')",1
"('床', '花')",1
"('床', '開')",1
"('万国', '床')",1
"('床', '春')",1
"('ある', '床')",1
"('床', '木菴')",1
"('床', '贋物')",1
"('や', '床')",1
"('京', '床')",1
"('床', '製')",1
"('安', '床')",1
"('床', '青磁')",1
"('床', '活け')",1
"('床', '彼岸')",1
"('床', '桜')",1
"('など', '床')",1
"('一々', '床')",1
"('床', '順番')",1
"('床', '点検')",1
"('し', '床')",1
"('あと', '床')",1
"('で', '床')",1
"('ふと', '床')",1
"('下女', '床')",1
"('勧め', '床')",1
"('布団', '床')",1
"('上', '床')",1
"('床', '見る')",1
"('いつ', '床')",1
"('床', '間')",1
"('か', '床')",1
"('一', '床')",1
"('床', '疋')",1
"('床', '猫')",1
"('が', '床')",1
"('すまし', '床')",1
"('坐っ', '床')",1
"('いる', '床')",1
"('掛け', '花')",1
"('掛け', '開')",1
"('万国', '掛け')",1
"('掛け', '春')",1
"('ある', '掛け')",1
"('掛け', '木菴')",1
"('掛け', '贋物')",1
"('や', '掛け')",1
"('京', '掛け')",1
"('掛け', '製')",1
"('安', '掛け')",1
"('掛け', '青磁')",1
"('掛け', '活け')",1
"('彼岸', '掛け')",1
"('掛け', '桜')",1
"('など', '掛け')",1
"('一々', '掛け')",1
"('掛け', '順番')",1
"('掛け', '点検')",1
"('し', '掛け')",1
"('あと', '掛け')",1
"('で', '掛け')",1
"('ふと', '掛け')",1
"('下女', '掛け')",1
"('勧め', '掛け')",1
"('布団', '掛け')",1
"('上', '掛け')",1
"('掛け', '見る')",1
"('いつ', '掛け')",1
"('掛け', '間')",1
"('か', '掛け')",1
"('一', '掛け')",1
"('掛け', '疋')",1
"('掛け', '猫')",1
"('が', '掛け')",1
"('すまし', '掛け')",1
"('坐っ', '掛け')",1
"('いる', '掛け')",1
"('花', '開')",1
"('万国', '花')",1
"('春', '花')",1
"('ある', '花')",1
"('木菴', '花')",1
"('花', '贋物')",1
"('や', '花')",1
"('京', '花')",1
"('花', '製')",1
"('安', '花')",1
"('花', '青磁')",1
"('活け', '花')",1
"('彼岸', '花')",1
"('桜', '花')",1
"('など', '花')",1
"('一々', '花')",1
"('花', '順番')",1
"('点検', '花')",1
"('し', '花')",1
"('あと', '花')",1
"('で', '花')",1
"('ふと', '花')",1
"('下女', '花')",1
"('勧め', '花')",1
"('布団', '花')",1
"('上', '花')",1
"('花', '見る')",1
"('いつ', '花')",1
"('花', '間')",1
"('か', '花')",1
"('一', '花')",1
"('疋', '花')",1
"('猫', '花')",1
"('が', '花')",1
"('すまし', '花')",1
"('坐っ', '花')",1
"('いる', '花')",1
"('万国', '開')",1
"('春', '開')",1
"('ある', '開')",1
"('木菴', '開')",1
"('贋物', '開')",1
"('や', '開')",1
"('京', '開')",1
"('製', '開')",1
"('安', '開')",1
"('開', '青磁')",1
"('活け', '開')",1
"('彼岸', '開')",1
"('桜', '開')",1
"('など', '開')",1
